distance_km,traffic_factor,time_of_day,eta_minutes
31.003450732527337,0.3643811027533902,0.41445255631975453,42.93048508208431
17.66736190213168,0.09508639165618399,0.2829071372028646,19.442886140383283
34.372197212473026,0.4553387413910211,0.060044664310416176,49.27680924721979
27.955247556562682,0.12514306242669218,0.7927775888287191,41.60947406117843
3.948258445928451,0.04876666711828479,0.13981898138003876,5.687895908767324
39.02976959514289,0.39893426674308874,0.20424677998083507,52.855987322065744
30.493360139216044,0.5242987600373024,0.18873260999569422,46.40919855093885
31.485359350022758,0.6833178451251145,0.7263531253485626,64.1151169282844
5.2989225804867255,0.6262684431634429,0.6109507141788244,11.773706693429645
18.12536032824357,0.6857924102052386,0.3658638395514693,34.574460040105485
14.957761364456731,0.6080550166567125,0.7643384271614874,30.861175186684825
37.085246556174354,0.5625915175249115,0.04222670462915339,61.910126787638156
25.825831779210446,0.008110055312559705,0.7149363049773217,29.782174671976108
32.94591220817903,0.5008818494473685,0.048341868550527335,45.12091649222614
17.847885113327777,0.09638544331129416,0.312904556747651,22.710160139164344
9.244101127034119,0.04693370586603285,0.04320390270119177,12.464444825788371
22.272474523230223,0.12512972168452433,0.7991751934061483,34.54681488431371
2.7399267929461777,0.6586337291534002,0.7315116020004814,5.2929763368479446
33.13972064530477,0.5950795144800172,0.46783916419698496,58.629316812929865
25.34024308505818,0.7590179241641699,0.17427565919859644,45.57839442399145
30.371892055397876,0.7831810069203284,0.2214221801579754,49.4919873838502
14.31013353156876,0.7146271890991858,0.35963469284569627,28.279865898913187
38.83378137091715,0.10634084078159933,0.2582241459938766,45.21704952923797
35.74622062862347,0.7027061927399844,0.017051124347952574,57.311353794562905
31.17966318353572,0.6709097078309163,0.5250048064937077,51.465991432902044
7.946620572508309,0.6968686878877579,0.49074232327464107,13.328478353409695
18.77549594833596,0.12134849369319314,0.7234485625750726,27.68318284195101
1.9433898783317052,0.09343346221865403,0.38148323208436036,3.157194298348484
6.340721784288403,0.7390471036672653,0.27576716943871027,13.49128963769558
27.385348339049692,0.13906131930760363,0.4092137463342136,32.87226742008853
29.841533805131117,0.29489738483408096,0.15575599271667173,37.01207650722576
38.70688735088156,0.3647878795952482,0.5004322814598291,58.04795662481605
13.167849253898446,0.09955402226365156,0.6160263062321293,17.710284621394045
14.94429630018778,0.016507430426037927,0.12276937070055371,17.38104470217823
18.888321288777153,0.7952723758136929,0.25470657410826336,35.998607556518884
7.74096009155457,0.701325795867969,0.694240783493119,18.208446044730696
5.370875912351771,0.7298703434805098,0.40442539890705753,13.183184632766299
19.13305606379216,0.2276504554176948,0.4254693173420374,29.418300458073436
9.230992092225186,0.17608125819635126,0.5779265576426813,14.385790694466282
26.85859698836391,0.34069324654034133,0.46231425217706124,37.09726519860466
17.59864637111876,0.3626554951824055,0.05566381445905533,23.527258707229873
33.34059220310193,0.004479551091392509,0.6431693694904287,43.848726091589455
28.070551059689514,0.6234024900478663,0.7382688297987743,53.97418781432091
12.632192327005233,0.7973336305136138,0.042621786392649776,21.222240656560693
33.323940095529004,0.4229526960816715,0.09699980516604079,49.933324911752024
32.22962142837272,0.310606956009961,0.5615801617659844,49.979789344848854
15.62163948540094,0.31420151457696266,0.48357914601162044,22.889828216547343
11.675458536423713,0.07686170573768054,0.3060135991773967,17.137313059668895
27.363321058204022,0.2129294546912094,0.4313989191522971,36.25644103169181
5.76214884765053,0.40170623090770496,0.5626708544008471,9.503768005464124
8.15634645850931,0.3454784009077579,0.4035811695047435,13.163469454256063
0.4930183360900194,0.43602779659448815,0.1121506597085194,1.87556257008605
31.519590224585105,0.6792525189099253,0.07154882330663215,52.50959201124819
26.661064092362878,0.1801938421596896,0.3510869881507054,37.75509602536509
28.265582069328133,0.022131344725049563,0.738307806279067,44.85309102543091
31.27301543467432,0.030580356226192595,0.44622333976679507,37.02695824911157
18.464847866425927,0.1073350442454867,0.28657605521427926,23.52364304583439
22.83589959892517,0.45638638784352203,0.7269649356168284,42.52032019661684
5.763920525480766,0.6465478480303398,0.3109057249431505,11.243252409756913
4.7582969267317425,0.7094447514245052,0.40731718474750017,9.718267309048407
26.80243787926077,0.508090561579977,0.09319946450297696,39.38498466041727
18.94962900449667,0.3225146019607148,0.589920756415505,31.040054711756696
22.696397037951314,0.12361176652491795,0.5602423657149725,29.86270918643091
30.646954525157817,0.32113467155478326,0.6353951942874633,46.66809460516842
25.461789136023512,0.26593210712622684,0.26015305074221073,33.22874151728935
22.23246014618823,0.6960207046857102,0.34884257525295354,36.70593035627226
22.456444997667457,0.3893755019284858,0.13467336922175868,30.714596871052414
12.297213902891963,0.18095671996362306,0.7716039008771995,17.027403977223244
1.4265498158039882,0.23104085345262393,0.06886187792630612,7.646367415451823
17.58135209144802,0.10917613163415121,0.5192106429398459,23.262485341694983
8.740469978217261,0.734868359255305,0.564205915652149,18.331754465113303
16.459440020240518,0.04027667698917484,0.1261891789207837,18.85152508745805
34.16544231607301,0.01027699884471538,0.2922585646643919,41.89885110404501
9.51079153744056,0.14639114682149498,0.034501253409986624,12.917054623780778
2.5204491192248275,0.6486992143285006,0.4452866060693128,4.516617456555068
11.39907890247546,0.41877342930486505,0.7959505142588994,20.193106852472976
11.885031559114006,0.5006746299015891,0.3439079654577271,15.754350668795402
26.54427728613042,0.28618534033258786,0.7920065762983493,44.398140047713575
22.369879663182875,0.054942388439336035,0.10098033904717002,22.977284598908987
31.399148722435253,0.6849265299937346,0.31396347461423657,52.62860466621259
26.63967890503002,0.15351541770032595,0.7215719760387775,39.45398694440615
16.374197085314805,0.02644736043609175,0.7013563853259778,24.121566598850094
32.59801130970818,0.458163308746555,0.25887326229582736,46.1643084363767
6.845522212326616,0.06663137630768086,0.5428884670146653,8.38253039434933
1.103940510727647,0.07660948148786738,0.7089281372462326,3.55275962296985
3.7839048588705415,0.6403016251860202,0.6135019729225822,7.285585377189634
28.94990215373872,0.3932876714543964,0.502780957546334,44.803583847908925
18.582713764005216,0.19320676179771443,0.12206049164801805,23.1977956750251
6.618616805537351,0.278901138687615,0.05840215405645077,9.527030911616716
20.141582049113868,0.5833927830745372,0.4916977438532488,34.54848138374818
6.262021687984102,0.05308331580528147,0.4002205325512865,10.733272174707086
27.91355092809389,0.09318449274656793,0.1904293277851875,31.68739838336034
17.95701976784642,0.49300962799245573,0.23421583596721973,26.31024691247137
15.36464479864,0.48557738757368585,0.31366974176112805,28.574881003497723
12.200181148085484,0.7779697476282975,0.39641668169800454,19.46778277078785
25.285247206131757,0.2996395850043597,0.31220717527073005,39.9860334164542
14.600141900024937,0.052062101742012694,0.3098333376687733,17.156381349683453
3.68846678878082,0.43002994787970233,0.09258624904908236,8.280311019675986
4.896634904396509,0.5106774494094323,0.6924723346042746,9.161197833631682
38.48352704907068,0.11168222862899926,0.48732326542247545,45.17983815340304
36.36151149016276,0.4422895788281574,0.11688174768160949,45.6899913481904
28.04834392566783,0.1582136973266117,0.33909952230234863,41.337382397988904
10.781624466088878,0.6757840463048548,0.3333727296236364,28.737761276539953
38.77321981843941,0.6681291966270638,0.4804967027912982,68.42261991347719
31.19428597783862,0.34370327679875345,0.4870956942794653,49.28136816568918
28.732229528528023,0.7733945524102432,0.5161777095838099,54.12336261064007
18.084587785322785,0.7838190995597933,0.558322445875046,36.912408458452994
11.035214161437327,0.1034008711580956,0.08268323690321316,12.895249850837512
4.036360293709271,0.2941710438659741,0.24393776045824966,5.6594148849580845
36.1235753824449,0.4802571760373157,0.013878255338137892,52.49943160888049
18.33989633537772,0.06787024766515551,0.36371320966430637,25.807953670169397
8.254061918850166,0.30612440305130967,0.34354406226422984,12.510930265330606
12.377073641195969,0.20893766721327262,0.587461544143583,19.10941083035039
23.252938843887456,0.7616401767733634,0.13369355728628893,38.11419767223327
7.235556760981422,0.32926865826517643,0.5051955657004087,15.624349200151894
34.293248506876544,0.61013668683801,0.24535535834412175,47.638132523426876
30.38907728744136,0.30936429080973904,0.30553317984775935,45.92391247641508
28.834625646847282,0.10544965633506838,0.5754294898971634,38.79008070424762
17.397302983049126,0.690521224128678,0.05723843885886026,28.835602043008233
25.166891859957236,0.00033353352248308713,0.27422631114493,32.56553281162485
23.447099162726875,0.04475269917956002,0.3130585841117215,29.210877487156232
26.063894741881832,0.2915075247176346,0.572599449481335,36.480918007702755
3.560883981367586,0.5495186044149892,0.15937953205656052,6.289048157780913
16.74913460639026,0.2733634362326206,0.7579303949523705,24.64034923735013
1.8562441197033204,0.05305025409677997,0.7982095622353266,2.778166547415254
19.860834605931853,0.25427202698731904,0.6551281126560443,27.505952356023187
13.328476250844854,0.19598468719212986,0.2397700011708225,19.685463357356966
5.952062716868666,0.004335839854558365,0.5310933232582837,10.961780353506047
4.315438115357555,0.4278415305443215,0.06651842535834644,5.88157116654329
23.588253972672938,0.09331673179534886,0.6970234525652086,36.76191291039874
6.9896001477680665,0.2299970310373329,0.412794297008219,14.130444889592466
37.01978071139653,0.5129518641779316,0.14115133305582858,59.29586568528033
23.32623336007572,0.5800925510583818,0.26193324764936204,43.124249842374184
14.005418220486513,0.21076450148481804,0.6405941955903799,22.229568040528914
23.718436560960384,0.2633549368521872,0.6961814139416371,42.72145529435735
1.1075940669819604,0.1975273905019722,0.4157707095475388,2.2054277555187123
38.350656687009526,0.7655108802529536,0.38424920024853854,73.10888895066361
19.39567679032743,0.15241578158992228,0.6005877972426075,27.663149203162867
31.352862044561387,0.14654448290694103,0.660951698014844,46.42108192700576
3.492653996913055,0.35602823666522565,0.6118774499166565,4.13690870442651
19.56900156735878,0.15144508736045534,0.30754244018736615,26.663675873459518
19.73013837530993,0.1253667650284865,0.5135406092874555,24.9506691316296
37.52549290800432,0.0767036301608684,0.6858879266167421,54.42973530722692
22.954776484567798,0.5121369984865995,0.12140850723793567,35.47730846315424
19.04487816206676,0.4896658039215169,0.3105093480919705,30.045606656086107
